v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV3-30*03,IGHD3-9*01,IGHJ6*03,73,0,1,10,12,0,0,0,0,0,51,1
IGHV1-69-2*01,IGHD2-2*01,IGHJ6*02,188,0,1,3,1,0,0,1,5,0,75,1
IGHV6-1*01,IGHD6-13*01,IGHJ6*03,160,3,0,3,1,0,0,7,25,0,89,1
IGHV3-30*03,IGHD3-22*01,IGHJ3*02,45,3,3,7,3,0,0,9,0,0,54,1
IGHV1-69*04,IGHD2-2*01,IGHJ3*02,146,0,1,2,13,0,0,16,2,0,63,1
IGHV3-30*03,IGHD2-8*01,IGHJ4*02,207,0,3,6,7,0,0,0,2,0,45,1
IGHV3-30*03,IGHD1-26*01,IGHJ4*02,197,0,6,0,0,0,0,6,3,0,51,1
IGHV3-11*05,IGHD6-6*01,IGHJ6*03,59,0,2,0,1,0,0,5,3,0,66,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,0,0,0,1,1,0,0,10,0,0,57,1
IGHV1-69*04,IGHD2-21*01,IGHJ4*02,159,4,1,0,0,0,0,8,10,0,69,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,0,8,2,0,1,0,0,10,2,0,51,15
IGHV1-69*04,IGHD1-1*01,IGHJ5*02,33,4,0,10,13,0,0,21,0,0,42,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,248,8,2,0,6,0,0,10,8,0,52,1
IGHV3-66*01,IGHD1-26*01,IGHJ6*03,211,0,2,0,4,0,0,3,9,0,69,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,231,1,0,6,7,0,0,24,0,0,60,2
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,231,1,2,0,3,0,0,5,2,0,51,2
IGHV4-34*01,IGHD4-17*01,IGHJ5*02,46,0,0,0,2,0,0,9,3,0,57,3
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,148,8,2,0,1,0,0,10,2,0,51,2
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,213,0,10,0,2,0,0,4,9,0,75,1
IGHV3-48*03,IGHD5-18*01,IGHJ4*02,133,1,7,0,6,0,0,15,2,0,51,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*03,124,1,1,10,10,0,0,10,0,0,51,1
IGHV4-59*08,IGHD4-23*01,IGHJ5*02,46,3,2,0,1,0,0,1,1,0,46,1
IGHV3-7*03,IGHD1-1*01,IGHJ5*02,147,1,3,10,25,0,0,27,12,0,48,1
IGHV3-72*01,IGHD2-8*01,IGHJ5*02,158,0,1,14,19,0,0,5,0,0,33,1
IGHV4-34*01,IGHD2/OR15-2a*01,IGHJ6*02,0,1,1,16,8,0,0,2,0,0,50,1
IGHV4-59*08,IGHD1-14*01,IGHJ4*02,126,0,2,2,5,0,0,8,4,0,48,1
IGHV4-59*08,IGHD2-15*01,IGHJ5*02,189,3,1,10,9,0,0,0,0,0,39,1
IGHV4-30-2*05,IGHD4-17*01,IGHJ4*02,137,3,5,0,2,0,0,11,0,0,45,1
IGHV4-61*01,IGHD3-16*01,IGHJ5*02,195,1,0,9,6,0,0,2,0,0,54,1
IGHV4-30-2*05,IGHD3-16*02,IGHJ6*02,108,0,0,3,6,0,0,10,0,1,81,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,145,2,3,5,6,0,0,2,0,0,45,1
IGHV3-43*02,IGHD6-13*01,IGHJ6*02,75,0,1,0,0,0,0,3,1,0,69,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,48,1,2,0,6,0,0,1,0,0,38,1
IGHV1-18*04,IGHD2-2*01,IGHJ1*01,219,0,0,7,1,0,0,2,0,0,57,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,138,0,4,5,0,0,0,9,4,0,63,3
IGHV3-66*03,IGHD3-16*01,IGHJ4*02,0,25,2,8,7,0,0,0,0,0,23,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,125,1,10,5,3,0,0,2,0,0,42,1
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,36,1,3,0,0,0,0,1,5,0,69,1
IGHV3-7*03,IGHD6-19*01,IGHJ6*03,0,1,3,4,8,0,0,0,12,0,60,1
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,155,0,3,0,0,0,0,4,1,0,66,1
IGHV6-1*01,IGHD3-10*01,IGHJ6*03,84,8,4,5,2,0,0,27,0,0,82,1
IGHV3-30*03,IGHD4-17*01,IGHJ4*02,83,0,0,1,0,0,0,6,2,0,51,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,34,1,16,3,5,0,0,14,13,0,63,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,158,0,1,13,17,0,0,20,0,0,48,1
IGHV1-2*02,IGHD2-21*02,IGHJ6*02,84,1,2,15,5,0,0,0,0,0,48,1
IGHV3-7*03,IGHD4-23*01,IGHJ6*02,94,1,2,15,26,0,0,6,0,0,24,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,86,2,1,10,7,0,0,2,1,0,39,1
IGHV3-48*03,IGHD4-17*01,IGHJ3*02,174,2,1,0,1,0,0,9,9,0,60,1
IGHV1-18*04,IGHD5-18*01,IGHJ1*01,77,0,0,7,1,0,0,13,0,0,57,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,126,0,0,3,2,0,0,5,0,0,57,1
IGHV1-2*02,IGHD3-16*02,IGHJ6*02,204,1,1,7,8,0,0,3,0,0,66,1
IGHV3-15*01,IGHD1-26*01,IGHJ4*02,159,1,2,4,8,0,0,3,6,0,42,1
IGHV4-59*08,IGHD2-21*02,IGHJ4*02,196,1,1,7,8,0,0,18,0,0,57,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,211,0,1,10,8,0,0,5,0,0,60,4
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,92,1,3,0,0,0,0,1,5,0,69,2
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,239,4,2,3,5,0,0,6,7,0,46,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,171,1,0,0,13,0,0,24,0,0,60,3
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,204,4,2,3,1,0,0,6,2,0,45,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,58,8,2,0,17,0,0,10,22,0,55,1
IGHV5-51*01,IGHD2-15*01,IGHJ6*02,148,1,8,11,9,0,0,0,0,0,45,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,11,4,2,0,7,0,0,8,5,0,50,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ5*02,46,0,0,1,15,0,0,1,13,0,52,1
IGHV4-38-2*02,IGHD3-10*01,IGHJ6*02,117,1,10,3,9,0,0,0,0,0,51,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,205,0,1,10,8,0,0,5,0,0,60,1
IGHV3-30*03,IGHD2-2*01,IGHJ4*02,115,2,3,5,6,0,0,2,0,0,45,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,123,1,0,0,6,0,0,7,8,0,67,1
IGHV4-30-2*05,IGHD3-16*02,IGHJ4*02,175,1,0,7,3,0,0,4,11,0,69,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,32,2,0,13,16,0,0,0,0,0,28,1
IGHV4-34*01,IGHD5-18*01,IGHJ6*03,176,0,3,0,1,0,0,5,2,0,66,1
IGHV3-66*03,IGHD4-17*01,IGHJ4*02,155,0,0,1,0,0,0,6,2,0,51,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,69,0,0,0,2,0,0,16,0,0,66,1
IGHV4-59*08,IGHD2-2*01,IGHJ4*02,191,0,7,4,1,0,0,1,0,0,48,1
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,208,0,0,1,2,0,0,10,7,0,66,1
IGHV1-24*01,IGHD2-21*02,IGHJ1*01,241,2,1,0,48,0,0,1,0,30,10,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,36,1,14,7,11,0,0,4,0,0,51,1
IGHV4-59*08,IGHD2-8*02,IGHJ6*04,0,2,1,5,35,0,0,25,0,0,56,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,20,2,0,1,8,0,0,3,8,0,51,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,133,1,3,10,13,0,0,21,0,0,39,3
IGHV3-23*04,IGHD2-8*02,IGHJ4*02,244,0,3,0,1,0,0,0,2,0,57,1
IGHV4-31*03,IGHD3-10*01,IGHJ6*03,85,1,10,5,2,0,0,7,0,0,63,1
IGHV3-30*03,IGHD3-10*01,IGHJ6*02,53,0,10,4,3,0,0,15,0,0,72,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,4,1,2,0,7,0,0,5,5,0,50,1
IGHV3-20*01,IGHD1-1*01,IGHJ6*03,204,1,3,0,2,0,0,9,13,0,76,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,240,4,2,0,5,0,0,6,3,0,45,1
IGHV3-20*01,IGHD1-1*01,IGHJ6*03,159,1,3,0,2,0,0,8,13,0,75,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,161,1,0,1,0,0,0,2,2,0,63,1
IGHV1-18*04,IGHD5-18*01,IGHJ1*01,63,0,0,7,1,0,0,13,0,0,57,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,251,1,4,4,17,0,0,11,6,0,65,1
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,133,0,0,0,3,0,0,6,7,0,54,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,72,3,2,0,8,0,0,1,13,0,48,1
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,163,0,0,3,3,0,0,10,4,0,75,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,32,1,0,0,14,0,0,8,0,0,57,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,20,0,4,4,15,0,0,9,3,0,63,2
IGHV3-30*03,IGHD4-17*01,IGHJ6*03,63,2,1,10,16,0,0,22,0,0,52,1
IGHV3-11*01,IGHD1-1*01,IGHJ4*02,231,1,3,10,13,0,0,21,0,0,39,2
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,19,2,1,9,7,0,0,2,0,0,39,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,129,1,14,7,11,0,0,4,0,0,51,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,197,0,0,2,3,0,0,5,7,0,66,4
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,72,0,3,0,0,0,0,4,1,0,66,1
IGHV3-23*04,IGHD6-13*01,IGHJ5*02,151,3,0,6,10,0,0,0,0,0,33,1
IGHV1-18*04,IGHD2-2*01,IGHJ4*02,48,2,1,1,5,0,0,18,1,0,69,1
IGHV4-59*08,IGHD2-15*01,IGHJ3*02,81,3,0,2,3,0,0,6,1,0,60,1
IGHV3-7*03,IGHD6-13*01,IGHJ6*02,132,0,3,0,4,0,0,4,5,0,66,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02,84,0,3,0,1,0,0,0,1,0,56,2
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*02,44,0,4,5,0,0,0,9,4,0,63,2
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,165,0,0,1,8,0,0,1,8,0,51,2
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,92,0,0,0,3,0,0,6,7,0,54,5
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,77,0,14,0,6,0,0,9,0,0,54,1
IGHV3-66*01,IGHD3-9*01,IGHJ4*02,144,1,2,14,1,0,0,1,0,0,42,1
IGHV4-39*01+G281C,IGHD1-1*01,IGHJ3*02,75,0,3,0,4,0,0,8,0,0,48,1
IGHV4-59*08,IGHD3-3*01,IGHJ6*02,183,2,7,7,8,0,0,2,0,0,52,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,84,1,3,10,13,0,0,22,0,0,40,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,10,3,0,13,17,0,0,1,0,0,27,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,230,2,0,16,8,0,0,6,0,0,54,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,123,1,2,0,14,0,0,10,0,0,57,1
IGHV1-46*01,IGHD1-7*01,IGHJ6*02,193,1,0,0,4,0,0,2,0,0,57,1
IGHV3-30*03,IGHD3-16*01,IGHJ3*02,197,0,0,7,0,0,0,0,3,0,63,1
IGHV1-2*02,IGHD2-21*02,IGHJ4*02,133,1,1,15,7,0,0,7,0,0,39,1
IGHV4-61*02,IGHD3-9*01,IGHJ3*01,207,2,1,10,6,0,0,18,0,0,60,1
IGHV4-59*08,IGHD3-10*01,IGHJ6*01,0,2,0,15,32,0,0,31,0,0,56,1
IGHV4-61*02,IGHD6-13*01,IGHJ3*02,132,1,3,4,3,0,0,4,16,0,60,1
IGHV4-31*03,IGHD3-16*01,IGHJ4*02,130,7,11,0,6,0,0,1,0,0,42,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,11,1,0,0,6,0,0,7,7,0,66,2
IGHV4-31*03,IGHD3-16*02,IGHJ4*02,81,7,3,8,5,0,0,0,0,0,42,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,44,0,3,0,4,0,0,5,3,0,48,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*02,81,0,0,0,0,0,0,1,7,0,72,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,64,0,0,1,1,0,0,10,0,0,57,3
IGHV4-34*01,IGHD4-17*01,IGHJ4*02,148,0,0,0,4,0,0,6,8,0,54,2
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,45,2,4,0,5,0,0,0,0,0,48,1
IGHV4-34*01,IGHD4-23*01,IGHJ1*01,44,1,5,6,6,0,0,3,0,0,36,1
IGHV3-15*01,IGHD2-2*01,IGHJ2*01,66,0,5,0,0,0,0,2,2,0,63,1
IGHV4-34*01,IGHD3-3*01,IGHJ6*03,147,0,5,0,5,0,0,23,0,0,87,1
IGHV1-24*01,IGHD3-3*01,IGHJ6*03,81,0,7,0,11,0,0,16,0,0,72,1
IGHV4-39*01,IGHD3-9*01,IGHJ4*02,195,0,3,0,5,0,0,0,2,0,53,1
IGHV3-66*01,IGHD1-1*01,IGHJ6*03,136,2,3,0,10,0,0,1,11,0,57,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,212,8,2,0,1,0,0,10,2,0,51,1
IGHV1-2*02,IGHD6-19*01,IGHJ4*02,50,1,3,1,13,0,0,5,0,0,36,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,251,1,2,0,5,0,0,1,0,0,39,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,77,0,0,19,18,0,0,30,0,0,51,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,65,0,0,1,1,0,0,10,0,0,57,4
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,164,1,0,0,0,0,0,0,14,0,72,1
IGHV3-43*02,IGHD3/OR15-3a*01,IGHJ6*02,203,2,0,0,8,0,0,0,0,0,66,1
IGHV1-18*04,IGHD2-2*02,IGHJ1*01,61,0,0,13,1,0,0,8,0,0,57,1
IGHV4-61*02,IGHD3-10*01,IGHJ5*02,165,2,0,4,1,0,0,8,0,0,63,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,119,0,1,1,0,0,0,1,2,0,60,4
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ6*03,102,0,4,4,12,0,0,9,0,0,63,1
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ5*02,29,0,1,2,15,0,0,12,11,0,52,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,151,1,0,0,0,0,0,0,14,0,72,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,61,1,10,5,3,0,0,2,0,0,42,2
IGHV3-30*03,IGHD2-2*01,IGHJ5*02,99,2,7,8,6,0,0,0,0,0,39,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,11,0,0,1,1,0,0,1,1,0,51,2
IGHV4-61*01,IGHD2-8*02,IGHJ5*02,197,1,1,7,7,0,0,8,0,0,54,1
IGHV4-34*01,IGHD3-3*01,IGHJ6*03,147,0,5,0,8,0,0,21,3,0,85,1
IGHV4-59*08,IGHD6-19*01,IGHJ4*02,53,1,5,0,1,0,0,9,0,0,51,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,132,0,4,4,12,0,0,9,0,0,63,4
IGHV1-2*02,IGHD2-8*01,IGHJ4*02,71,1,0,13,17,0,0,11,0,0,39,1
IGHV4-59*08,IGHD3-9*01,IGHJ4*02,191,0,13,1,5,0,0,5,0,0,45,1
IGHV3-30*03,IGHD3-3*01,IGHJ4*02,125,0,7,7,6,0,0,1,17,0,57,1
IGHV4-59*08,IGHD3-22*01,IGHJ4*02,53,2,3,0,2,0,0,5,0,0,57,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02,257,0,3,4,3,0,0,9,0,0,48,1
IGHV4-59*08,IGHD3-22*01,IGHJ6*03,0,0,6,7,13,0,0,6,0,0,54,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,91,0,0,5,0,0,0,5,4,0,63,1
IGHV6-1*01,IGHD6-13*01,IGHJ6*02,236,0,1,1,1,0,0,11,0,1,72,1
IGHV4-59*08,IGHD3-3*01,IGHJ2*01,54,2,0,22,15,0,0,32,0,0,57,1
IGHV4-61*02,IGHD3-16*02,IGHJ3*02,14,1,1,8,4,0,0,2,18,0,73,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,249,0,0,0,2,0,0,16,0,0,66,1
IGHV5-51*01,IGHD2-15*01,IGHJ4*02,242,0,0,3,2,0,0,3,0,0,57,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,75,0,1,1,0,0,0,1,2,0,60,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,73,0,0,0,6,0,0,15,4,0,65,1
IGHV5-10-1*01,IGHD3-22*01,IGHJ3*02,185,0,10,1,0,0,0,3,0,0,51,1
IGHV1-18*04,IGHD2-2*02,IGHJ1*01,48,0,0,13,1,0,0,8,0,0,57,2
IGHV3-30*03,IGHD6-13*01,IGHJ4*02,134,0,0,1,13,0,0,4,12,0,51,1
IGHV1-3*01,IGHD3-22*01,IGHJ6*02,39,1,3,0,11,0,0,1,0,0,60,1
IGHV4-34*01,IGHD2-15*01,IGHJ4*02,184,0,2,1,11,0,0,4,0,0,49,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,204,1,10,0,14,0,0,5,0,0,39,1
IGHV4-59*08,IGHD6-19*01,IGHJ4*02,46,2,5,1,8,0,0,2,1,0,36,1
IGHV1-2*02,IGHD3-22*01,IGHJ3*02,81,0,10,7,9,0,0,1,0,0,36,1
IGHV1-2*02,IGHD6-19*01,IGHJ4*02,11,1,2,0,13,0,0,4,0,0,37,1
IGHV4-61*01,IGHD4-17*01,IGHJ4*02,193,1,2,1,13,0,0,21,0,0,48,1
IGHV1-69*04,IGHD2-21*02,IGHJ6*02,182,0,0,0,15,0,0,6,1,0,63,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,70,1,3,10,13,0,0,21,0,0,39,7
IGHV1-69*04+G278T,IGHD1-1*01,IGHJ5*02,113,0,3,7,7,0,0,17,0,0,48,1
IGHV4-34*01,IGHD3-9*01,IGHJ3*01,133,1,1,10,6,0,0,17,0,0,60,1
IGHV4-59*08,IGHD2-2*02,IGHJ4*02,53,2,3,4,0,0,0,1,0,0,51,1
IGHV4-31*03,IGHD3-3*02,IGHJ6*02,139,1,6,9,8,0,0,8,0,0,58,1
IGHV4-34*09,IGHD3-10*01,IGHJ6*03,167,1,10,5,2,0,0,7,0,0,63,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,131,1,2,0,3,0,0,5,2,0,51,1
IGHV1-2*02,IGHD3-10*01,IGHJ6*02,41,1,4,0,11,0,0,8,0,0,66,1
IGHV4-59*08,IGHD3-9*01,IGHJ3*02,233,2,0,10,6,0,0,17,0,0,60,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,88,1,0,6,8,0,0,8,12,0,57,1
IGHV4-61*01,IGHD3-3*01,IGHJ2*01,130,2,0,22,15,0,0,32,0,0,57,1
IGHV4-30-2*05,IGHD1-26*01,IGHJ4*02,223,1,2,2,0,0,0,14,3,0,60,1
IGHV1-46*01,IGHD3-10*01,IGHJ3*02,48,6,10,1,0,0,0,1,0,0,45,2
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,86,0,0,6,0,0,0,6,3,0,62,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,199,8,2,0,6,0,0,10,8,0,52,1
IGHV1-69*04+G278T,IGHD2-8*02,IGHJ4*02,101,4,3,6,0,0,0,10,13,0,69,1
IGHV1-18*04,IGHD2-15*01,IGHJ5*02,93,1,1,1,0,0,0,2,2,0,63,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,127,0,0,7,5,0,0,7,0,0,75,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,146,0,0,1,3,0,0,1,3,0,51,3
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,96,0,7,2,2,0,0,0,0,0,54,2
IGHV4-59*08,IGHD3-10*01,IGHJ4*02,0,1,0,8,0,0,0,3,9,0,62,1
IGHV3-7*03,IGHD5-24*01,IGHJ4*02,58,1,3,6,3,0,0,3,0,0,38,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,52,1,9,7,15,0,0,0,0,0,48,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,34,0,0,0,13,0,0,16,14,0,69,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ6*02,261,0,1,10,8,0,0,5,0,0,60,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,132,2,16,3,8,0,0,0,0,0,51,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,123,1,14,7,11,0,0,4,0,0,51,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,197,1,3,10,13,0,0,21,0,0,39,2
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,131,8,2,0,1,0,0,10,2,0,51,4
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,177,0,2,0,1,0,0,2,2,0,51,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,0,1,0,6,8,0,0,8,14,0,59,1
IGHV3-48*01,IGHD3-16*02,IGHJ6*04,236,0,0,4,17,0,0,7,9,0,75,1
IGHV4-61*01,IGHD3-3*01,IGHJ2*01,160,1,0,22,15,0,0,31,0,0,57,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,142,0,0,3,9,0,0,6,0,0,74,1
IGHV1-69-2*01,IGHD2-2*01,IGHJ6*02,175,0,1,3,1,0,0,1,6,0,76,1
IGHV4-34*01,IGHD5-18*01,IGHJ6*03,193,0,3,0,1,0,0,5,2,0,66,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,96,1,0,0,14,0,0,8,0,0,57,1
IGHV3-7*03,IGHD3-16*02,IGHJ6*02,81,2,16,7,14,0,0,4,0,0,45,1
IGHV4-34*01,IGHD3-9*01,IGHJ6*02,155,0,1,0,8,0,0,1,0,0,66,1
IGHV3-30*03,IGHD2-2*02,IGHJ3*02,59,0,3,2,0,0,0,0,7,0,63,1
IGHV3-72*01,IGHD1-26*01,IGHJ4*02,213,4,2,0,11,0,0,5,0,0,36,1
IGHV3-30*03,IGHD3/OR15-3a*01,IGHJ6*03,4,0,0,9,10,0,0,5,3,0,63,1
IGHV3-48*03,IGHD5-18*01,IGHJ4*02,146,1,7,0,6,0,0,15,2,0,51,1
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,135,0,0,9,9,0,0,3,0,0,59,2
IGHV3-15*01,IGHD2-2*01,IGHJ3*02,39,0,9,4,0,0,0,0,3,0,51,1
IGHV3-30*03,IGHD3-22*01,IGHJ6*02,119,0,1,3,1,0,0,4,0,0,73,1
IGHV4-59*08,IGHD3-10*01,IGHJ4*02,124,1,0,0,0,0,0,3,2,0,63,2
IGHV3-7*03,IGHD1-1*01,IGHJ4*01,207,1,3,10,13,0,0,21,0,0,39,1
IGHV3-43*02,IGHD3-22*01,IGHJ6*02,180,3,0,5,6,0,0,10,0,0,72,1
IGHV3-30*03,IGHD3-3*02,IGHJ6*02,84,0,0,9,9,0,0,3,0,0,59,1
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,129,0,3,8,7,0,0,0,0,0,47,1
IGHV3-64*04,IGHD5-18*01,IGHJ4*02,234,0,2,0,8,0,0,9,8,0,55,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,60,0,0,1,1,0,0,1,1,0,51,1
IGHV1-18*04,IGHD2-15*01,IGHJ5*02,215,1,1,1,0,0,0,2,2,0,63,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,131,0,0,3,9,0,0,7,0,0,75,4
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,60,0,3,0,5,0,0,6,3,0,60,1
IGHV4-34*01,IGHD6-19*01,IGHJ4*02,133,2,4,0,6,0,0,0,2,0,39,1
IGHV1-2*02,IGHD2-21*01,IGHJ4*02,164,2,1,9,7,0,0,2,0,0,39,1
IGHV4-61*02,IGHD6-13*01,IGHJ3*02,195,1,0,3,6,0,0,1,18,0,60,1
IGHV4-59*08,IGHD3-16*02,IGHJ3*02,200,0,11,0,4,0,0,0,0,0,52,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,87,0,0,15,1,0,0,6,0,0,51,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,56,0,0,0,6,0,0,16,4,0,66,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*01,55,0,0,0,5,0,0,5,0,0,57,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,106,0,2,0,2,0,0,18,0,0,66,1
IGHV1-46*01,IGHD2-8*02,IGHJ4*02,198,1,8,11,0,0,0,0,0,0,39,1
IGHV4-34*01,IGHD6-13*01,IGHJ4*02,0,1,3,0,3,0,0,5,3,0,50,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,54,1,2,3,3,0,0,3,0,0,42,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,44,0,4,4,15,0,0,9,3,0,63,4
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,66,0,0,0,6,0,0,16,4,0,66,3
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,70,1,3,10,13,0,0,22,0,0,40,1
IGHV1-2*02,IGHD3-22*01,IGHJ3*02,60,0,10,7,9,0,0,1,0,0,36,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*02,244,0,4,5,0,0,0,9,4,0,63,1
IGHV3-66*01,IGHD4-17*01,IGHJ4*02,51,1,3,7,7,0,0,18,0,0,44,1
IGHV4-59*08,IGHD2-2*02,IGHJ5*02,82,0,7,0,6,0,0,0,11,0,60,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*03,112,0,0,1,3,0,0,3,0,0,63,2
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,52,3,0,16,8,0,0,7,0,0,54,4
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,191,0,7,9,9,0,0,8,0,0,57,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*01,234,0,2,0,1,0,0,2,2,0,51,1
IGHV3-23*04,IGHD4-17*01,IGHJ4*02,260,1,1,10,13,0,0,22,0,0,41,1
IGHV3-49*04,IGHD2-21*02,IGHJ4*02,73,2,8,2,6,0,0,1,0,0,39,1
