v_gene,d_gene,j_gene,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,fv_insertion,vd_insertion,dj_insertion,jf_insertion,cdr3_length,count
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,97,0,0,1,3,0,0,1,3,30,51,2
IGHV3-48*01,IGHD6-19*01,IGHJ3*01,240,0,0,5,4,0,0,4,17,30,63,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,192,0,0,2,3,0,0,5,7,30,66,1
IGHV3-30*03,IGHD3-16*02,IGHJ4*02,64,1,1,23,15,0,0,14,0,30,39,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,197,0,0,19,18,0,0,30,0,30,51,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,203,3,0,6,7,0,0,26,0,30,60,2
IGHV3-30*03,IGHD3-10*02,IGHJ4*02,119,0,2,19,18,0,0,23,0,115,42,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ4*02,200,0,0,15,22,0,0,33,0,104,54,1
IGHV4-34*01,IGHD6-6*01,IGHJ6*02,0,1,0,1,7,0,0,2,9,29,63,1
IGHV4-30-2*05,IGHD2/OR15-2a*01,IGHJ6*03,39,3,0,15,15,0,0,31,0,31,72,1
IGHV5-10-1*01,IGHD6-13*01,IGHJ3*02,129,0,5,0,0,0,0,2,5,30,51,1
IGHV3-30*03,IGHD3-3*01,IGHJ6*03,155,0,7,8,10,0,0,8,0,117,57,1
IGHV4-34*01,IGHD3/OR15-3a*01,IGHJ3*02,126,3,6,7,9,0,0,15,0,108,51,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,153,1,2,0,3,10,0,5,2,0,51,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,52,1,3,10,13,0,0,21,0,30,39,9
IGHV4-34*01,IGHD2/OR15-2a*01,IGHJ5*02,84,1,0,0,8,0,0,4,0,30,57,1
IGHV4-61*02,IGHD3-10*01,IGHJ3*02,58,1,1,3,0,0,0,2,11,30,69,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,180,1,1,13,17,0,0,12,0,30,39,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,88,0,0,3,2,0,0,5,0,30,57,1
IGHV3-21*01,IGHD3-16*02,IGHJ3*02,160,0,9,3,1,0,0,19,2,30,75,1
IGHV1-18*04+G278A,IGHD2-2*01,IGHJ4*02,84,0,7,2,4,0,0,12,8,30,66,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,97,0,4,4,15,0,0,9,3,31,63,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,58,2,0,14,16,0,0,0,0,30,27,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,162,1,0,16,8,0,0,5,0,31,54,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,191,0,2,0,8,0,0,9,7,116,54,2
IGHV3-20*01,IGHD5-24*01,IGHJ6*03,223,1,0,7,7,0,0,27,0,31,75,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*02,64,0,0,0,0,0,0,1,7,31,72,1
IGHV4-31*03,IGHD1-26*01,IGHJ4*02,103,1,0,2,0,0,0,12,3,116,60,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,14,0,0,1,3,0,0,1,3,30,51,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,32,0,0,0,4,0,0,2,3,29,48,1
IGHV4-59*08,IGHD2-21*01,IGHJ6*03,201,1,1,10,10,0,0,2,0,31,51,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,164,4,2,3,2,0,0,6,0,22,45,1
IGHV4-4*07,IGHD6-6*01,IGHJ5*02,32,2,2,0,0,0,0,1,2,30,48,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,123,5,2,1,1,0,0,7,0,30,45,2
IGHV3-66*03,IGHD3-22*01,IGHJ6*02,155,0,6,4,4,0,0,6,0,117,66,1
IGHV4-30-2*05,IGHD3-10*01,IGHJ6*02,72,0,4,3,3,0,0,2,0,26,66,1
IGHV4-39*01,IGHD4-17*01,IGHJ4*02,277,1,1,7,7,0,0,17,0,116,45,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,155,2,0,4,4,0,0,8,3,31,69,2
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,87,0,0,1,3,0,0,1,3,30,51,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02,171,1,14,8,10,0,0,4,0,31,51,1
IGHV4-31*03,IGHD3-3*01,IGHJ6*02,175,1,7,5,12,0,0,8,0,117,57,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,0,1,17,3,18,0,0,7,0,31,48,1
IGHV4-31*03,IGHD3-16*01,IGHJ3*02,143,0,6,4,3,0,0,0,0,116,54,1
IGHV1-2*02,IGHD4-23*01,IGHJ5*02,33,4,2,3,2,0,0,6,0,30,45,2
IGHV4-61*01,IGHD3-22*01,IGHJ4*02,141,1,3,1,1,0,0,4,0,30,57,1
IGHV3-66*01,IGHD4-17*01,IGHJ4*02,197,2,2,7,7,0,0,17,0,30,43,1
IGHV4-59*08,IGHD2-8*02,IGHJ3*02,0,0,14,5,8,0,4,25,0,30,59,1
IGHV3-30*03,IGHD3-10*01,IGHJ4*02,68,1,0,0,0,0,0,0,14,30,72,2
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,189,0,3,1,1,0,0,19,0,30,66,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,145,1,1,15,9,0,0,6,0,26,54,1
IGHV4-59*08,IGHD3-16*02,IGHJ3*01,47,0,0,26,11,0,0,30,0,30,60,1
IGHV1-46*01,IGHD6-19*01,IGHJ4*02,186,0,1,5,3,0,0,11,0,116,51,1
IGHV4-61*01,IGHD5-24*01,IGHJ6*02,112,1,0,4,1,0,0,6,0,24,63,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*03,0,0,0,1,6,0,0,3,3,31,63,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,88,0,0,4,0,0,0,4,6,30,54,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,61,1,2,0,3,0,0,5,2,30,51,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,231,2,0,3,2,0,0,8,0,31,69,1
IGHV4-61*01,IGHD4-17*01,IGHJ4*02,104,4,1,0,5,0,0,11,9,30,54,1
IGHV4-31*03,IGHD2-2*01,IGHJ3*02,139,1,9,3,4,0,0,7,12,116,63,1
IGHV3-11*05,IGHD5-12*01,IGHJ4*02,159,0,2,6,7,0,0,10,5,20,51,1
IGHV4-31*03,IGHD2-2*03,IGHJ3*01,137,1,4,3,4,0,0,2,11,30,62,1
IGHV3-21*01,IGHD3-16*02,IGHJ6*04,104,0,7,3,17,0,0,13,8,30,74,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,123,0,0,2,3,0,0,5,7,30,66,1
IGHV1-8*01,IGHD3/OR15-3a*01,IGHJ6*02,270,0,4,13,14,0,0,12,0,31,55,1
IGHV3-64*04,IGHD3-10*02,IGHJ4*02,222,2,2,18,19,0,0,28,0,116,45,1
IGHV4-39*01+G281C,IGHD6-19*01,IGHJ5*02,247,0,0,0,6,0,0,17,4,30,67,1
IGHV4-31*03,IGHD1-26*01,IGHJ4*02,0,1,6,3,11,0,4,9,0,30,36,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,123,0,0,1,1,0,0,10,0,30,57,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,133,1,0,20,9,0,0,13,0,30,42,1
IGHV4-59*08,IGHD3-16*02,IGHJ3*02,78,0,0,26,11,0,0,30,0,30,60,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,0,1,1,13,17,0,0,12,0,27,39,1
IGHV4-34*01,IGHD6-19*01,IGHJ4*02,77,2,4,0,6,0,0,0,2,30,39,1
IGHV4-34*01,IGHD4-17*01,IGHJ5*02,46,0,0,0,0,0,0,9,1,30,57,3
IGHV3-66*03,IGHD3-22*01,IGHJ5*02,184,1,10,4,4,0,0,2,0,24,45,1
IGHV3-30*03,IGHD3-9*01,IGHJ6*02,119,0,6,10,8,0,0,10,0,117,60,1
IGHV3-30*03,IGHD2-2*02,IGHJ3*01,136,0,5,2,0,0,0,2,7,30,63,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,204,0,0,1,1,0,0,10,0,30,57,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,179,0,0,1,1,0,0,10,0,30,57,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,135,0,2,0,8,0,0,9,7,116,54,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,14,0,0,19,18,0,0,30,0,30,51,1
IGHV4-61*02,IGHD3-16*01,IGHJ3*02,14,1,1,9,5,0,0,2,20,30,73,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,0,0,4,4,12,0,0,9,0,19,63,1
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,48,0,4,3,1,0,0,13,12,30,69,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,38,1,3,10,13,0,0,21,0,30,39,5
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,122,0,0,6,0,0,0,0,7,30,60,1
IGHV4-34*01,IGHD3-16*02,IGHJ6*02,32,0,2,6,9,0,0,0,0,31,63,1
IGHV5-10-1*01,IGHD2-15*01,IGHJ4*02,63,0,0,2,3,0,0,5,0,30,57,1
IGHV3-64*04,IGHD3-10*01,IGHJ3*01,223,0,0,3,0,0,0,2,9,30,69,1
IGHV3-21*01,IGHD2-21*02,IGHJ6*02,60,1,0,3,13,0,0,3,3,31,60,1
IGHV3-7*03,IGHD3-10*02,IGHJ5*02,136,0,2,17,23,0,0,8,0,116,27,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,0,0,4,4,12,0,5,9,0,31,63,1
IGHV4-34*01,IGHD3-22*01,IGHJ4*02,126,0,6,1,2,0,0,6,0,30,56,1
IGHV4-31*03,IGHD2/OR15-2a*01,IGHJ3*02,132,1,4,3,0,0,0,2,8,30,63,1
IGHV3-49*04,IGHD1-7*01,IGHJ2*01,170,3,0,6,7,0,0,26,0,116,60,2
IGHV3-49*04,IGHD3-3*01,IGHJ4*02,142,2,1,22,10,0,0,15,0,115,39,1
IGHV4-59*08,IGHD3/OR15-3a*01,IGHJ3*01,20,4,0,16,13,0,0,31,0,14,59,1
IGHV1-18*04,IGHD2-2*01,IGHJ1*01,122,0,0,3,11,0,0,8,0,30,57,1
IGHV4-59*08,IGHD5-18*01,IGHJ4*02,125,0,0,4,0,0,0,4,6,30,54,1
IGHV1-2*02,IGHD3-3*02,IGHJ4*02,185,2,6,4,8,0,0,2,0,31,41,1
IGHV4-61*02,IGHD3-22*01,IGHJ5*02,0,0,0,6,11,0,0,7,0,30,52,1
IGHV1-69*04,IGHD2-2*01,IGHJ3*02,223,0,1,3,10,0,0,16,0,30,63,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,93,0,3,8,8,0,0,9,0,116,51,1
IGHV1-69*04,IGHD6-13*01,IGHJ6*02,0,0,3,0,4,0,0,4,5,31,66,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,24,1,2,0,3,0,0,5,2,30,51,7
IGHV3-23*04,IGHD2-8*02,IGHJ4*02,34,0,5,0,1,0,0,2,2,30,57,1
IGHV4-61*02,IGHD3-10*01,IGHJ3*02,211,0,0,16,15,0,0,30,0,30,60,1
IGHV4-59*08,IGHD3-10*01,IGHJ6*03,0,1,10,10,16,0,0,2,7,31,46,1
IGHV1-69*04+G278T,IGHD2-15*01,IGHJ3*02,172,1,4,6,3,0,0,26,0,30,73,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,191,1,0,6,8,0,0,8,12,30,57,1
IGHV3-48*01,IGHD5-18*01,IGHJ4*02,272,0,2,6,8,0,0,9,13,115,54,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,0,0,4,5,0,0,0,9,4,18,63,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,38,0,0,1,1,0,0,1,1,30,51,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*02,0,2,0,2,11,0,0,7,8,31,63,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,159,3,0,16,8,0,0,7,0,31,54,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,58,0,4,1,1,0,0,9,0,30,62,1
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,78,1,0,16,8,0,0,5,0,31,54,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,142,1,2,0,3,10,0,5,2,0,51,1
IGHV4-34*01,IGHD3-3*01,IGHJ6*03,133,0,5,3,2,0,0,22,0,31,86,2
IGHV3-64*04,IGHD6-13*01,IGHJ4*02,209,0,0,2,7,0,0,5,6,116,51,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,86,0,0,0,10,0,0,10,8,30,57,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,244,1,2,0,3,0,0,5,2,31,51,1
IGHV4-31*03,IGHD3-3*01,IGHJ4*02,0,0,5,11,11,0,0,1,0,19,33,1
IGHV4-59*08,IGHD2-8*01,IGHJ4*02,58,0,1,13,17,0,0,26,0,30,54,3
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,100,0,0,3,1,0,0,9,12,30,69,6
IGHV1-2*02,IGHD3-10*01,IGHJ6*02,109,1,4,6,5,0,0,8,0,23,66,1
IGHV3-30*03,IGHD2/OR15-2a*01,IGHJ6*02,170,0,0,11,10,0,0,19,0,31,72,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,71,0,0,15,22,0,0,30,0,30,51,2
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,28,1,3,10,13,0,0,21,0,30,39,2
IGHV3-30*03,IGHD3-3*02,IGHJ5*02,142,0,10,0,1,0,0,11,9,104,71,1
IGHV3-7*03,IGHD2-8*01,IGHJ4*02,257,1,1,13,17,0,0,12,0,30,39,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,19,0,0,1,1,0,0,1,1,30,51,1
IGHV4-61*02,IGHD2-15*01,IGHJ4*02,181,0,3,0,6,0,0,6,4,30,60,1
IGHV1-18*04+G278A,IGHD2-2*03,IGHJ4*02,71,0,0,2,1,0,0,5,5,22,66,1
IGHV3-7*03,IGHD6-19*01,IGHJ6*02,157,0,3,0,0,0,0,4,1,31,66,1
IGHV4-59*08,IGHD3-16*02,IGHJ4*02,35,2,4,25,10,0,0,18,0,30,42,1
IGHV5-10-1*01,IGHD2-2*01,IGHJ6*03,72,0,5,0,2,0,0,3,0,31,68,1
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,33,0,0,1,3,0,0,1,3,30,51,5
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,0,0,3,0,6,0,0,19,4,30,66,1
IGHV4-59*10,IGHD5-12*01,IGHJ4*02,190,2,0,0,0,0,0,4,13,116,66,4
IGHV1-69*04+G278T,IGHD5-12*01,IGHJ4*02,61,0,0,1,3,0,0,1,3,30,51,1
IGHV1-46*01,IGHD2-15*01,IGHJ4*02,101,1,2,10,7,0,0,0,0,30,39,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,133,0,0,19,18,0,0,30,0,30,51,2
IGHV1-2*02,IGHD2-8*01,IGHJ6*02,48,1,1,12,8,0,0,2,0,31,54,1
IGHV3-64*04,IGHD3-16*01,IGHJ6*02,223,0,2,8,5,0,0,4,3,15,72,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,2,4,2,0,5,0,0,6,3,30,45,2
IGHV4-31*03,IGHD3-16*01,IGHJ3*02,149,0,6,4,3,0,0,0,0,115,54,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,92,0,0,15,22,0,0,30,0,30,51,5
IGHV5-51*01,IGHD2-21*02,IGHJ5*02,90,2,1,12,11,0,0,24,0,30,57,1
IGHV5-51*01,IGHD3-16*01,IGHJ6*02,223,20,17,1,35,4,0,2,0,0,9,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,147,0,2,0,8,0,0,9,7,116,54,2
IGHV3-23*04,IGHD2/OR15-2a*01,IGHJ6*03,197,2,0,16,8,0,0,6,0,32,54,1
IGHV1-69*04+G278T,IGHD4-17*01,IGHJ4*02,93,0,1,2,8,0,0,12,6,31,51,1
IGHV3-49*04,IGHD3-3*01,IGHJ2*01,168,1,0,22,15,0,0,34,0,30,60,5
IGHV5-10-1*01,IGHD6-13*01,IGHJ3*02,193,0,5,0,0,0,0,2,5,30,51,1
IGHV3-20*01,IGHD3-10*02,IGHJ6*03,231,1,0,7,8,0,0,27,0,31,84,1
IGHV1-18*04,IGHD3-10*01,IGHJ3*02,198,0,3,8,8,0,0,9,0,116,51,1
IGHV4-34*01,IGHD3-9*01,IGHJ6*02,155,0,1,3,5,0,0,1,0,31,66,1
IGHV3-30*03,IGHD2-8*01,IGHJ1*01,0,0,6,16,18,0,0,16,0,30,39,1
IGHV1-69*04+G278T,IGHD4-23*01,IGHJ5*01,106,1,3,8,9,0,0,4,0,30,33,1
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,131,0,17,0,4,0,0,7,1,30,48,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,32,1,3,10,13,0,0,21,0,30,39,11
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,100,1,10,5,3,0,0,2,0,30,42,2
IGHV4-59*08,IGHD2-8*01,IGHJ4*02,205,0,4,14,16,0,0,19,0,114,44,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,153,0,4,4,12,0,0,9,0,23,63,1
IGHV4-34*01,IGHD3-3*01,IGHJ6*03,224,0,5,3,2,0,0,24,0,31,88,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,11,5,2,1,1,0,0,7,0,18,45,1
IGHV4-31*03,IGHD3-16*02,IGHJ4*02,11,1,0,7,4,0,0,4,12,24,69,1
IGHV4-34*01,IGHD6-13*01,IGHJ6*03,151,0,0,3,2,0,0,4,3,31,66,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,191,0,0,1,1,0,0,16,0,30,66,2
IGHV4-61*01,IGHD3-22*01,IGHJ4*02,171,1,3,1,1,0,0,4,0,30,57,1
IGHV4-39*01,IGHD3-10*01,IGHJ4*02,188,0,0,6,0,0,0,5,5,30,63,1
IGHV1-2*02,IGHD6-6*01,IGHJ4*02,68,1,2,2,3,0,0,1,0,30,39,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,38,0,4,4,15,0,0,9,3,15,63,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ4*02,44,0,0,5,0,0,0,5,4,30,63,1
IGHV1-69-2*01,IGHD6-19*01,IGHJ6*02,47,1,0,0,0,0,0,4,2,31,69,1
IGHV3-30*03,IGHD6-13*01,IGHJ6*02,81,0,0,0,0,0,1,1,7,31,72,1
IGHV4-59*08,IGHD4-23*01,IGHJ4*02,133,0,2,0,5,0,0,4,4,30,48,1
IGHV3-30*03,IGHD3-10*02,IGHJ4*02,134,0,0,15,22,0,0,33,0,116,54,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,58,1,1,3,5,0,0,2,0,26,40,1
IGHV4-61*02,IGHD3-3*02,IGHJ4*02,137,0,2,11,9,0,0,2,0,116,39,1
IGHV4-61*02,IGHD3-22*01,IGHJ5*02,197,0,0,11,7,0,0,7,0,30,51,1
IGHV4-59*08,IGHD2-21*02,IGHJ4*02,44,1,1,5,6,0,0,11,0,30,54,1
IGHV4-61*02,IGHD3-10*01,IGHJ3*02,153,1,1,3,0,0,0,2,11,30,69,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,26,0,0,6,0,0,0,0,7,30,60,1
IGHV4-59*08,IGHD5-24*01,IGHJ6*02,66,2,1,2,11,0,0,8,7,31,62,1
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,11,0,5,5,9,0,0,2,0,18,42,1
IGHV1-2*02,IGHD6-19*01,IGHJ5*02,48,0,4,3,1,0,0,13,12,23,69,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,223,1,2,0,3,0,0,5,2,30,51,2
IGHV4-59*08,IGHD3-22*01,IGHJ3*02,1,0,0,18,13,0,0,30,0,30,60,1
IGHV3-30*03,IGHD3/OR15-3a*01,IGHJ4*02,53,1,8,5,7,0,0,4,0,15,42,1
IGHV1-2*02,IGHD2-8*01,IGHJ4*02,227,1,0,15,15,0,0,11,0,107,39,1
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,97,1,2,0,6,0,0,5,6,30,52,1
IGHV1-2*02,IGHD2-21*01,IGHJ6*02,96,2,1,14,17,0,0,2,0,31,39,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,53,0,4,4,15,0,0,9,3,31,63,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,217,0,0,0,10,0,0,11,8,30,58,1
IGHV4-34*01,IGHD6-13*01,IGHJ5*02,0,1,0,6,14,0,0,8,17,30,56,1
IGHV4-34*01,IGHD1-26*01,IGHJ3*02,198,0,2,0,1,0,0,2,2,30,51,1
IGHV4-59*08,IGHD3-16*02,IGHJ1*01,131,0,14,5,5,0,0,9,0,30,54,2
IGHV3-30*03,IGHD2-15*01,IGHJ4*02,197,0,8,1,0,0,0,0,1,30,51,1
IGHV3-30*03,IGHD2-2*01,IGHJ6*03,52,1,8,7,7,0,0,6,0,31,57,1
IGHV1-2*02,IGHD3-22*01,IGHJ4*02,64,4,0,5,9,0,0,4,0,30,45,1
IGHV4-31*03,IGHD1-26*01,IGHJ4*02,89,1,0,2,0,0,0,12,3,116,60,1
IGHV4-39*01+G281C,IGHD3-10*01,IGHJ6*03,0,0,6,3,13,0,8,11,0,31,63,1
IGHV4-31*03,IGHD6-19*01,IGHJ6*02,137,1,0,4,10,0,0,8,0,31,57,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,212,0,0,6,6,0,0,6,0,30,57,1
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,44,0,4,4,12,0,0,9,0,31,63,1
IGHV4-61*01,IGHD3-10*01,IGHJ6*02,137,0,2,7,16,0,0,2,0,31,51,1
IGHV1-69*04,IGHD6-13*01,IGHJ5*02,150,1,1,5,6,0,0,2,0,30,41,1
IGHV4-61*01,IGHD3-22*01,IGHJ4*02,100,0,8,5,9,0,0,14,0,115,51,1
IGHV3-7*03,IGHD1-1*01,IGHJ4*02,102,1,3,10,13,0,0,21,0,30,39,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,58,0,0,6,0,0,0,0,7,30,60,2
IGHV1-18*04,IGHD3-10*02,IGHJ4*02,27,0,2,15,22,0,0,18,0,30,37,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,193,0,0,6,6,0,0,6,0,30,57,5
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,96,0,0,0,6,0,0,16,4,30,66,4
IGHV1-2*02,IGHD1-26*01,IGHJ3*02,13,1,2,0,7,0,0,5,5,29,50,1
IGHV3-30*03,IGHD3-22*01,IGHJ6*02,72,0,2,2,12,0,0,5,37,31,100,1
IGHV3-21*01,IGHD3-3*01,IGHJ2*01,207,1,3,7,1,0,0,3,2,30,57,1
IGHV3-30*03,IGHD2-2*02,IGHJ4*02,63,0,1,1,0,0,0,1,2,30,60,1
IGHV1-18*04+G278A,IGHD4-11*01,IGHJ6*02,70,1,0,0,6,0,0,7,7,31,66,1
IGHV1-2*02,IGHD3/OR15-3a*01,IGHJ3*02,109,1,1,23,11,0,0,27,0,30,52,1
IGHV3-7*03,IGHD5-12*01,IGHJ4*02,142,1,0,4,7,0,0,0,0,23,39,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*03,44,1,1,32,18,0,0,26,0,31,54,1
IGHV3-74*01,IGHD1-26*01,IGHJ3*02,173,8,5,0,1,0,0,13,2,30,51,1
IGHV1-69*04+G278T,IGHD2-8*02,IGHJ4*02,27,4,3,6,0,0,0,10,13,30,69,1
IGHV3-30*03,IGHD2-2*02,IGHJ3*01,75,0,5,2,0,0,0,2,7,30,63,1
IGHV4-59*08,IGHD2-15*01,IGHJ4*02,0,0,14,2,0,0,8,1,10,30,54,1
IGHV1-69*04,IGHD2-8*02,IGHJ4*02,154,0,6,15,15,0,0,18,0,30,41,1
IGHV3-7*03,IGHD1-26*01,IGHJ4*02,225,1,1,3,4,0,0,3,0,29,42,1
IGHV4-59*08,IGHD6-13*01,IGHJ4*02,136,1,0,0,2,0,0,1,7,30,54,2
IGHV4-39*01,IGHD3-10*01,IGHJ6*03,64,0,4,4,15,0,0,9,3,31,63,5
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,0,0,0,0,6,0,8,16,4,30,66,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,145,0,0,15,12,0,0,22,0,106,54,1
IGHV3-30*03,IGHD3-22*01,IGHJ4*02,116,1,10,5,3,0,0,2,0,30,42,1
IGHV4-59*08,IGHD3-16*02,IGHJ6*03,0,1,13,3,18,0,8,2,0,19,47,1
IGHV3-48*01,IGHD3-22*01,IGHJ6*02,238,0,0,4,4,0,0,3,0,117,69,2
IGHV5-51*01,IGHD2-2*03,IGHJ6*02,0,1,13,4,9,0,0,3,10,31,60,1
IGHV1-18*04,IGHD2-2*02,IGHJ4*02,100,0,0,0,3,0,0,8,2,30,66,2
IGHV3-30*03,IGHD2-21*02,IGHJ6*02,257,1,0,7,6,0,0,24,14,31,95,1
IGHV5-10-1*01,IGHD3-16*01,IGHJ4*02,118,0,0,6,6,0,0,6,0,30,57,1
IGHV3-66*01,IGHD2-2*03,IGHJ4*02,254,0,0,6,0,0,0,0,7,110,60,1
IGHV4-34*01,IGHD2/OR15-2a*01,IGHJ5*02,209,1,0,0,8,0,0,4,0,31,57,1
IGHV4-59*08,IGHD6-19*01,IGHJ5*02,47,0,3,0,6,0,0,19,4,22,66,1
IGHV1-2*02,IGHD2-8*01,IGHJ3*01,46,2,1,7,10,0,0,7,0,30,48,1
IGHV3-30*03,IGHD3-16*01,IGHJ4*02,154,0,6,10,7,0,0,6,0,116,48,1
IGHV3-30*03,IGHD2-15*01,IGHJ5*02,39,1,3,3,2,0,0,4,0,30,57,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,86,0,0,1,1,0,0,10,0,23,57,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02,208,0,0,15,23,0,0,33,0,115,54,1
IGHV1-18*04,IGHD2-2*03,IGHJ4*02,199,0,0,2,3,0,0,5,7,115,66,1
IGHV1-24*01,IGHD3-16*01,IGHJ4*02,215,2,6,5,0,0,0,0,1,31,53,1
IGHV3-64*04,IGHD5-18*01,IGHJ4*02,227,0,2,0,8,0,0,9,7,86,54,1
IGHV1-18*04,IGHD1-20*01,IGHJ1*01,185,0,0,1,1,0,0,10,0,18,57,1
IGHV3-15*01,IGHD1-26*01,IGHJ3*02,55,2,3,1,2,0,0,5,10,30,57,1
IGHV1-69*04+G278T,IGHD3-10*02,IGHJ4*02,7,0,0,15,22,0,0,30,0,30,51,1
IGHV1-2*02,IGHD4-23*01,IGHJ4*02,41,4,2,0,5,0,0,6,3,30,45,1
IGHV3-30*03,IGHD5-18*01,IGHJ4*02,142,0,2,0,8,0,0,9,7,111,54,1
IGHV3-30*03,IGHD2-2*03,IGHJ4*02,52,0,0,6,0,0,0,0,7,29,60,1
IGHV4-30-2*05,IGHD3-16*02,IGHJ6*02,192,0,7,2,7,0,0,17,0,31,81,1
IGHV3-43*02,IGHD5-12*01,IGHJ6*02,156,2,0,3,2,0,0,8,0,117,69,1
